Unnamed: 0,Date,Title,URLs,Views,Is_Video,Video_ID,Video_Duration,Duration_Minutes
VM607:1 ,30/01/2024,Park City Extreme Cup 2023 - U18 Gold - Match 3,https://www.youtube.com/watch?v=78hIKQd-UFs,1047.0,True,78hIKQd-UFs,PT25M37S,25.616666666666667
VM607:1 ,30/01/2024,Park City Extreme Cup 2023- U18 Gold- Match 2,https://www.youtube.com/watch?v=XUDwglMX5ak,1240.0,True,XUDwglMX5ak,PT33M52S,33.86666666666667
VM607:1 ,30/01/2024,Park City Extreme Cup 2023 - U18 Gold - Match 1,https://www.youtube.com/watch?v=lhloS_FbbQQ,1288.0,True,lhloS_FbbQQ,PT27M20S,27.333333333333332
VM607:1 ,30/01/2024,La Roca Cup U18/19 Semi Final Match,https://www.youtube.com/watch?v=0_dJ3BmamGA,1295.0,True,0_dJ3BmamGA,PT34M31S,34.516666666666666
VM607:1 ,30/01/2024,La Roca Cup U18/19 Tournament Soccer - Match 2,https://www.youtube.com/watch?v=U1eCzXG9hig,1006.0,True,U1eCzXG9hig,PT26M19S,26.316666666666666
VM607:1 ,30/01/2024,La Roca Cup U18/19 tournament Soccer. Match 1,https://www.youtube.com/watch?v=iA21RKsn0Dc,1160.0,True,iA21RKsn0Dc,PT22M21S,22.35
VM607:1 ,30/01/2024,Wasatch CT vs La Roca JH - High School Provisional Soccer,https://www.youtube.com/watch?v=55KbsUNxnys,2886.0,True,55KbsUNxnys,PT24M54S,24.9
VM607:1 ,30/01/2024,La Roca JH vs Rampage BK - High School Provisional Soccer,https://www.youtube.com/watch?v=VeU7sGEeu9g,2670.0,True,VeU7sGEeu9g,PT26M27S,26.45
VM607:1 ,30/01/2024,La Roca JH vs Summit Jl - High School Provisional Soccer,https://www.youtube.com/watch?v=5OH29_G1K5s,1800.0,True,5OH29_G1K5s,PT24M54S,24.9
VM607:1 ,30/01/2024,Gremio FC Utah vs La Roca JH - High School Provisional,https://www.youtube.com/watch?v=Wgaeq_Nil4c,2006.0,True,Wgaeq_Nil4c,PT23M2S,23.033333333333335
VM607:1 ,30/01/2024,Metasport FC vs LA Roca AV - U16/17 Indoor Soccer,https://www.youtube.com/watch?v=VtcvEvKclKk,3840.0,True,VtcvEvKclKk,PT18M37S,18.616666666666667
VM607:1 ,30/01/2024,Utah Presidents Cup U17 Quarter Finals-7 Elite vs La Roca,https://www.youtube.com/watch?v=YfPV6Zqwrks,1513.0,True,YfPV6Zqwrks,PT25M4S,25.066666666666666
VM607:1 ,30/01/2024,Utah Presidents Cup U17- Copper Mtn vs La Roca,https://www.youtube.com/watch?v=yu8ScaHgDFc,3307.0,True,yu8ScaHgDFc,PT53M14S,53.233333333333334
VM607:1 ,30/01/2024,Utah Presidents Cup U17-La Roca Fc vs Salt Lake FC,https://www.youtube.com/watch?v=hnmrT-BZt4M,3187.0,True,hnmrT-BZt4M,PT29M21S,29.35
VM607:1 ,30/01/2024,Utah Presidents Cup - La Roca FC vs Murray SC - U17,https://www.youtube.com/watch?v=sbHLcoLLG7Q,2182.0,True,sbHLcoLLG7Q,PT23M8S,23.133333333333333
VM607:1 ,30/01/2024,La Roca AV vs Summit FC - U17/19 Indoor Soccer,https://www.youtube.com/watch?v=JXOPbrnJ1wI,1449.0,True,JXOPbrnJ1wI,PT20M30S,20.5
VM607:1 ,30/01/2024,La Roca AV vs SWAT DR - U17/18 Indoor Soccer,https://www.youtube.com/watch?v=6jBlmzVIvJk,3425.0,True,6jBlmzVIvJk,PT19M20S,19.333333333333332
VM607:1 ,30/01/2024,La Roca TJ vs La Roca AV - U16/17 Indoor Soccer,https://www.youtube.com/watch?v=M5rGpohct-s,1834.0,True,M5rGpohct-s,PT16M23S,16.383333333333333
VM607:1 ,30/01/2024,La Roca AV vs SWAT RM - U17 Indoor Soccer,https://www.youtube.com/watch?v=Zfa1OFbqpj0,2676.0,True,Zfa1OFbqpj0,PT19M51S,19.85
VM607:1 ,30/01/2024,La Roca AV vs Strikers - U17 Indoor Soccer,https://www.youtube.com/watch?v=NE-p8Smc8Rc,3278.0,True,NE-p8Smc8Rc,PT20M14S,20.233333333333334
VM607:1 ,30/01/2024,La Roca AV vs La Roca JH - U16/17 Indoor Soccer,https://www.youtube.com/watch?v=G2tdkTFtrXM,3074.0,True,G2tdkTFtrXM,PT21M7S,21.116666666666667
VM607:1 ,30/01/2024,La Roca AV vs La Roca JH - U17/19 indoor soccer,https://www.youtube.com/watch?v=RuOuAKncFzQ,2292.0,True,RuOuAKncFzQ,PT20M45S,20.75
VM607:1 ,30/01/2024,SWAT/Leon vs La Roca AV  - U16/17 Indoor Soccer,https://www.youtube.com/watch?v=vqGCn-McGuw,3179.0,True,vqGCn-McGuw,PT17M43S,17.716666666666665
VM607:1 ,30/01/2024,Wasatch CT vs La Roca AV - U17 Soccer,https://www.youtube.com/watch?v=OtQ9iqGuPzY,3588.0,True,OtQ9iqGuPzY,PT25M32S,25.533333333333335
VM607:1 ,30/01/2024,La Roca AV vs Blitzz FC - U17 Soccer,https://www.youtube.com/watch?v=b8Jn31ZvGZ0,3412.0,True,b8Jn31ZvGZ0,PT25M19S,25.316666666666666
VM607:1 ,30/01/2024,La Roca AV vs LA Roca RC - U17 Soccer,https://www.youtube.com/watch?v=EG369uOl26s,4666.0,True,EG369uOl26s,PT25M39S,25.65
VM607:1 ,30/01/2024,La Roca AV vs Xolos FC Utah - U17 Soccer,https://www.youtube.com/watch?v=yRi1oZpocP0,3956.0,True,yRi1oZpocP0,PT26M22S,26.366666666666667
VM607:1 ,30/01/2024,SCSL Riverhawks vs La Roca AV- U17 Soccer,https://www.youtube.com/watch?v=Hdne8h68BQ8,3993.0,True,Hdne8h68BQ8,PT32M4S,32.06666666666667
VM607:1 ,30/01/2024,Strikers JH vs La Roca AV - U17 Soccer,https://www.youtube.com/watch?v=Kr6gkIDFRmM,2689.0,True,Kr6gkIDFRmM,PT23M52S,23.866666666666667
VM607:1 ,30/01/2024,Comba FC vs La Roca AV-Mayors Cup U17,https://www.youtube.com/watch?v=rEgFv6Zb8fc,3362.0,True,rEgFv6Zb8fc,PT20M43S,20.716666666666665
VM607:1 ,30/01/2024,La Roca AV vs Copper Mtn - Mayor's Cup U17,https://www.youtube.com/watch?v=F5wNZ4Af4rg,2323.0,True,F5wNZ4Af4rg,PT23M40S,23.666666666666668
VM607:1 ,30/01/2024,La Roca AV vs Utah Storm - U17 D2 Soccer,https://www.youtube.com/watch?v=WO90DcRpEas,3490.0,True,WO90DcRpEas,PT26M5S,26.083333333333332
VM607:1 ,30/01/2024,HV United vs La Roca AV - U17 D2 Soccer,https://www.youtube.com/watch?v=JFM__OjaNPc,2418.0,True,JFM__OjaNPc,PT22M29S,22.483333333333334
VM607:1 ,30/01/2024,Park City Extreme Cup - U17 championship Match,https://www.youtube.com/watch?v=yMEfL9Aj1jc,3553.0,True,yMEfL9Aj1jc,PT24M38S,24.633333333333333
VM607:1 ,30/01/2024,Park City Extreme Cup- U17 Semi Final Match,https://www.youtube.com/watch?v=Wa3I9O5agiA,2271.0,True,Wa3I9O5agiA,PT25M12S,25.2
VM607:1 ,30/01/2024,Park City Extreme Cup - U17  Soccer Match 2,https://www.youtube.com/watch?v=8Lv7SZj3OBo,2138.0,True,8Lv7SZj3OBo,PT20M18S,20.3
VM607:1 ,30/01/2024,Park City Extreme Cup - U17 soccer Match 1,https://www.youtube.com/watch?v=yNRBGWGfvwQ,2321.0,True,yNRBGWGfvwQ,PT22M40S,22.666666666666668
VM607:1 ,30/01/2024,La Roca Cup U17 Championship Match,https://www.youtube.com/watch?v=abNspEnWNRI,6611.0,True,abNspEnWNRI,PT26M46S,26.766666666666666
VM607:1 ,30/01/2024,La Roca AV vs La Roca AF - U17 tournament Soccer,https://www.youtube.com/watch?v=-omv1wwyu4k,2056.0,True,-omv1wwyu4k,PT22M28S,22.466666666666665
VM607:1 ,30/01/2024,La roca AV vs TC United - U17 Tournament Soccer,https://www.youtube.com/watch?v=Jei2aJ7xSRc,3012.0,True,Jei2aJ7xSRc,PT28M54S,28.9
VM607:1 ,30/01/2024,La Roca CB vs La Roca AV-U17 Tournament Soccer,https://www.youtube.com/watch?v=tvKIe09ymvA,2256.0,True,tvKIe09ymvA,PT23M59S,23.983333333333334
